,g,C,ERR
591,0.83,4400,0.2285714285714285
592,0.29,4600,0.2285714285714285
593,0.31,4600,0.2285714285714285
594,0.76,4600,0.2285714285714285
595,0.21,4800,0.2285714285714285
596,0.4,4800,0.2285714285714285
597,0.74,4800,0.2285714285714285
598,0.21,5000,0.2285714285714285
599,0.22,5000,0.2285714285714285
600,0.29,5000,0.2285714285714285
601,0.35,5000,0.2285714285714285
602,0.4,5000,0.2285714285714285
603,0.41,5000,0.2285714285714285
604,0.42,5000,0.2285714285714285
605,0.16,5200,0.2285714285714285
606,0.25,5200,0.2285714285714285
607,0.29,5200,0.2285714285714285
608,0.59,5200,0.2285714285714285
609,0.73,5200,0.2285714285714285
610,0.91,5200,0.2285714285714285
611,1.27,5200,0.2285714285714285
612,1.43,5200,0.2285714285714285
613,0.13,5400,0.2285714285714285
614,0.25,5400,0.2285714285714285
615,0.33,5400,0.2285714285714285
616,0.76,5400,0.2285714285714285
617,1.43,5400,0.2285714285714285
618,0.16,5600,0.2285714285714285
619,0.22,5600,0.2285714285714285
620,0.42,5600,0.2285714285714285
621,0.83,5600,0.2285714285714285
622,0.85,5600,0.2285714285714285
623,0.18,5800,0.2285714285714285
624,0.22,5800,0.2285714285714285
625,0.38,5800,0.2285714285714285
626,1.29,5800,0.2285714285714285
627,0.2,6000,0.2285714285714285
628,0.33,6000,0.2285714285714285
629,0.13,6200,0.2285714285714285
630,0.15,6200,0.2285714285714285
631,0.17,6200,0.2285714285714285
632,0.2,6200,0.2285714285714285
633,0.25,6200,0.2285714285714285
634,0.38,6200,0.2285714285714285
635,0.64,6200,0.2285714285714285
636,0.68,6200,0.2285714285714285
637,0.72,6200,0.2285714285714285
638,0.15,6400,0.2285714285714285
639,0.18,6400,0.2285714285714285
640,0.19,6400,0.2285714285714285
641,0.31,6400,0.2285714285714285
642,0.8,6400,0.2285714285714285
643,0.86,6400,0.2285714285714285
644,0.12,6600,0.2285714285714285
645,0.19,6600,0.2285714285714285
646,0.21,6600,0.2285714285714285
647,0.42,6600,0.2285714285714285
648,1.27,6600,0.2285714285714285
649,0.26,6800,0.2285714285714285
650,0.64,6800,0.2285714285714285
651,1.43,6800,0.2285714285714285
652,0.3,7000,0.2285714285714285
653,1.03,7000,0.2285714285714285
654,0.15,7200,0.2285714285714285
655,0.27,7200,0.2285714285714285
656,0.31,7200,0.2285714285714285
657,0.5,7200,0.2285714285714285
658,0.52,7200,0.2285714285714285
659,0.53,7200,0.2285714285714285
660,0.16,7400,0.2285714285714285
661,0.48,7400,0.2285714285714285
662,0.17,7600,0.2285714285714285
663,0.4,7600,0.2285714285714285
664,0.04,7800,0.2285714285714285
665,0.13,7800,0.2285714285714285
666,0.15,7800,0.2285714285714285
667,0.18,7800,0.2285714285714285
668,0.22,7800,0.2285714285714285
669,0.3,7800,0.2285714285714285
670,0.41,7800,0.2285714285714285
671,0.46,7800,0.2285714285714285
672,1.3,7800,0.2285714285714285
673,1.33,7800,0.2285714285714285
674,0.1,8000,0.2285714285714285
675,0.13,8000,0.2285714285714285
676,0.15,8000,0.2285714285714285
677,0.49,8000,0.2285714285714285
678,1.36,8000,0.2285714285714285
679,0.24,8200,0.2285714285714285
680,0.52,8200,0.2285714285714285
681,1.18,8200,0.2285714285714285
682,0.15,8400,0.2285714285714285
